#"Step","Potential Energy (kJ/mole)","Temperature (K)","Density (g/mL)"
3600,-5154.218424196968,302.88021687134284,0.9499992666443671
3700,-5085.33697201129,301.52431308582374,0.9499992666443671
3800,-5030.109025765343,302.0775129238118,0.9499992666443671
3900,-5098.900818376311,303.2424600387416,0.9499992666443671
4000,-5153.825174837662,306.8234064485949,0.9499992666443671
4100,-5024.290199452934,304.34609881405237,0.9499992666443671
4200,-5090.081076374779,304.85078288153977,0.9499992666443671
4300,-4911.768782594507,301.37192572541585,0.9499992666443671
4400,-4941.070491212947,299.00800317343874,0.9499992666443671
4500,-5136.795893718741,302.9288187902711,0.9499992666443671
4600,-4906.038491913963,298.151497926147,0.9499992666443671
4700,-4962.752389723487,301.3948213496785,0.9499992666443671
4800,-4989.411865892998,297.1849925573668,0.9499992666443671
4900,-5000.275563599536,295.35405423886687,0.9499992666443671
5000,-4926.062904763688,292.15189096531043,0.9499992666443671
5100,-5091.682616641291,298.7761458340083,0.9499992666443671
5200,-5015.956122803901,298.60851503348096,0.9499992666443671
5300,-4972.003075015692,297.91159173205307,0.9499992666443671
5400,-5024.4544444982175,300.25787485375923,0.9499992666443671
5500,-4971.013357680443,293.35162101178497,0.9499992666443671
5600,-5065.572121786484,297.9140179391639,0.9499992666443671
5700,-5037.247689679189,293.0109117771135,0.9499992666443671
5800,-5019.837132355218,297.7696341149976,0.9499992666443671
5900,-5015.630357660459,296.60742736610257,0.9499992666443671
6000,-5095.187091833029,296.79825395714687,0.9499992666443671
6100,-5078.875952293807,295.4323132742142,0.9499992666443671
6200,-4979.741374340026,297.684464096734,0.9499992666443671
6300,-4865.586900660864,295.5003499155634,0.9499992666443671
6400,-4959.730621165386,293.98237495010136,0.9499992666443671
6500,-5197.902790780743,299.26700113067545,0.9499992666443671
6600,-5036.872499895795,297.0787558455352,0.9499992666443671
6700,-5110.447455543057,295.91381438058346,0.9499992666443671
6800,-5050.023017020127,295.7329602232424,0.9499992666443671
6900,-4973.511532051475,299.61844492737913,0.9499992666443671
7000,-5037.793661547694,298.91201721800377,0.9499992666443671
7100,-5043.476286912175,305.04829598238615,0.9499992666443671
7200,-5059.604009910286,307.0476657950382,0.9499992666443671
7300,-5038.648203693191,308.6220359100742,0.9499992666443671
7400,-4835.7255245741235,307.13012375101295,0.9499992666443671
7500,-4876.550197573318,309.3448457700493,0.9499992666443671
7600,-4922.833465888779,309.00927197667147,0.9499992666443671
7700,-4899.548652078183,304.2902998687489,0.9499992666443671
7800,-4994.635119628849,301.83349565531705,0.9499992666443671
7900,-5068.456667854815,300.07058463819385,0.9499992666443671
8000,-5002.529772656852,299.7259844553534,0.9499992666443671
8100,-5113.33917592602,298.6419359968473,0.9499992666443671
8200,-5032.705752010074,298.7215638642245,0.9499992666443671
8300,-4968.517160729485,293.4257355895298,0.9499992666443671
8400,-5021.01062167317,295.49413659470474,0.9499992666443671
8500,-4932.963386882244,299.79415574751295,0.9499992666443671
8600,-4929.852289219893,303.51281823499335,0.9499992666443671
8700,-4945.577569756729,300.7848938480748,0.9499992666443671
8800,-5111.971321122478,302.3994432337235,0.9499992666443671
8900,-4949.7433883428885,302.40214534343914,0.9499992666443671
9000,-4936.777463837943,301.78468367712856,0.9499992666443671
9100,-5058.255452369928,299.0750770151289,0.9499992666443671
9200,-5254.619453902322,299.0592602446529,0.9499992666443671
9300,-5117.593645275784,296.96031525239005,0.9499992666443671
9400,-5027.65022156319,296.838730467056,0.9499992666443671
9500,-4947.815934717973,299.0882216413027,0.9499992666443671
9600,-4788.076837227818,299.2780559715111,0.9499992666443671
9700,-4904.802304148366,299.98933101269154,0.9499992666443671
9800,-5068.093553122774,303.09020470801505,0.9499992666443671
9900,-4900.613032781446,298.8989014134856,0.9499992666443671
10000,-4885.340381822429,301.33605997744576,0.9499992666443671
